,contract_name,last_trade_date,strike,last_price,bid,ask,change,change,volume,open_interest,implied_volatility,expiry_sheet,expiry_date,option_type,dte,date,dte_bucket
53,META250620C00295000,2025-04-16 13:57:00,295,207.95,344.30,347.65,0.00,0.00%,,2.0,0.0,"Jun 20, 2025",2025-06-20,call,64,2025-04-16,long
54,META250620C00300000,2025-06-17 15:55:00,300,397.00,0.00,0.00,0.00,0.00%,5.0,0.0,0.0,"Jun 20, 2025",2025-06-20,call,2,2025-06-17,short
56,META250620C00310000,2025-06-17 14:28:00,310,387.73,0.00,0.00,0.00,0.00%,3.0,0.0,0.0,"Jun 20, 2025",2025-06-20,call,2,2025-06-17,short
58,META250620C00320000,2025-06-17 12:17:00,320,384.75,0.00,0.00,0.00,0.00%,3.0,0.0,0.0,"Jun 20, 2025",2025-06-20,call,2,2025-06-17,short
59,META250620C00330000,2025-06-17 13:19:00,330,371.25,0.00,0.00,0.00,0.00%,5.0,0.0,0.0,"Jun 20, 2025",2025-06-20,call,2,2025-06-17,short
60,META250620C00335000,2025-04-21 14:27:00,335,155.10,300.25,303.00,0.00,0.00%,,2.0,0.0,"Jun 20, 2025",2025-06-20,call,59,2025-04-21,long
61,META250620C00340000,2025-06-16 09:52:00,340,355.40,0.00,0.00,0.00,0.00%,3.0,0.0,0.0,"Jun 20, 2025",2025-06-20,call,3,2025-06-16,short
63,META250620C00350000,2025-06-17 13:04:00,350,351.80,0.00,0.00,0.00,0.00%,36.0,0.0,0.0,"Jun 20, 2025",2025-06-20,call,2,2025-06-17,short
64,META250620C00355000,2025-04-17 10:48:00,355,155.34,284.50,287.95,0.00,0.00%,1.0,9.0,0.0,"Jun 20, 2025",2025-06-20,call,63,2025-04-17,long
65,META250620C00360000,2025-06-13 15:34:00,360,321.50,0.00,0.00,0.00,0.00%,520.0,0.0,0.0,"Jun 20, 2025",2025-06-20,call,6,2025-06-13,short
66,META250620C00365000,2025-04-25 14:41:00,365,187.00,261.80,264.35,0.00,0.00%,1.0,2.0,0.0,"Jun 20, 2025",2025-06-20,call,55,2025-04-25,long
