date,ticker,MarketCap,EnterpriseValue,PeRatio,ForwardPeRatio,PegRatio,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio
11/30/2007,MSFT,"314,342,747,443","292,768,747,443",22.105,,,6.066,9.782,,
10/31/2007,MSFT,"344,373,706,350","322,799,706,350",24.217,,,6.645,10.716,,
09/30/2007,MSFT,"275,611,230,347","252,200,230,347",20.746,,,5.697,8.863,,
08/31/2007,MSFT,"269,357,899,410","245,946,899,410",20.232,,,5.556,8.662,,
07/31/2007,MSFT,"271,795,527,459","248,384,527,459",20.415,,,5.606,8.74,,
06/30/2007,MSFT,"276,295,763,857","248,059,763,857",21.201,,,5.963,7.9,,
05/31/2007,MSFT,"293,606,305,955","265,370,305,955",22.079,,,6.21,8.395,,
04/30/2007,MSFT,"286,430,242,987","258,194,242,987",21.54,,,6.058,8.19,,
03/31/2007,MSFT,"266,626,949,634","237,753,949,634",23.619,,,6.157,7.278,,
02/28/2007,MSFT,"275,849,496,788","246,976,496,788",23.873,,,6.223,7.53,,
01/31/2007,MSFT,"302,190,822,538","273,317,822,538",26.153,,,6.818,8.249,,
12/31/2006,MSFT,"291,941,220,000","260,109,220,000",23.698,,,6.808,8.087,,
11/30/2006,MSFT,"290,686,704,950","258,854,704,950",23.468,,,6.742,8.052,,
10/31/2006,MSFT,"282,232,509,270","250,400,509,270",22.786,,,6.546,7.818,,
09/30/2006,MSFT,"268,577,000,000","234,416,000,000",22.792,,,6.504,6.697,,
08/31/2006,MSFT,"256,228,789,260","222,067,789,260",21.417,,,6.112,6.389,,
07/31/2006,MSFT,"242,091,720,000","207,930,720,000",20.05,,,5.722,6.037,,
06/30/2006,MSFT,"234,444,600,000","200,283,600,000",19.417,,,5.541,5.846,,
05/31/2006,MSFT,"231,057,245,164","196,241,245,164",17.976,,,5.671,5.496,,
04/30/2006,MSFT,"246,359,049,479","211,543,049,479",19.167,,,6.047,5.86,,
03/31/2006,MSFT,"278,222,250,000","243,406,250,000",21.595,,,6.813,6.618,,
02/28/2006,MSFT,"277,657,624,143","242,956,624,143",22.392,,,7.011,6.281,,
01/31/2006,MSFT,"290,884,336,421","256,183,336,421",23.458,,,7.345,6.58,,
12/31/2005,MSFT,"271,541,600,000","231,485,600,000",22.161,,,7.046,5.619,,
11/30/2005,MSFT,"294,644,582,215","254,588,582,215",23.458,,,7.458,6.097,,
10/31/2005,MSFT,"273,568,127,274","233,512,127,274",21.78,,,6.924,5.661,,
09/30/2005,MSFT,"273,887,467,500","233,831,467,500",21.805,,,6.933,5.667,,
08/31/2005,MSFT,"293,313,891,046","255,562,891,046",24.446,,,7.505,6.096,,
07/31/2005,MSFT,"274,283,100,000","236,532,100,000",22.866,,,7.02,5.701,,
06/30/2005,MSFT,"266,036,400,000","228,285,400,000",22.179,,,6.809,5.529,,
05/31/2005,MSFT,"278,752,313,463","241,158,313,463",25.049,,,7.239,5.884,,
04/30/2005,MSFT,"273,350,136,845","235,756,136,845",24.563,,,7.099,5.77,,
