date,ticker,MarketCap,EnterpriseValue,PeRatio,ForwardPeRatio,PegRatio,PsRatio,PbRatio,EnterprisesValueRevenueRatio
02/28/2006,BRK-B,"133,707,432,800","104,658,432,800",15.645,,,1.635,1.459,
01/31/2006,BRK-B,"137,451,182,156","108,402,182,156",15.883,,,1.66,1.481,
12/31/2005,BRK-B,"136,383,561,046","105,811,561,046",20.111,,,1.777,1.516,
12/30/2005,BRK-B,"136,383,561,046","105,811,561,046",,,,,,
11/30/2005,BRK-B,"137,476,370,000","106,904,370,000",20.244,,,1.789,1.525,
10/31/2005,BRK-B,"131,902,789,970","101,330,789,970",19.285,,,1.704,1.453,
09/30/2005,BRK-B,"126,247,411,357","95,675,411,357",18.71,,,1.653,1.409,
08/31/2005,BRK-B,"128,073,593,072","98,670,593,072",17.577,,,1.711,1.456,
07/31/2005,BRK-B,"128,565,474,754","99,162,474,754",17.615,,,1.714,1.459,
07/29/2005,BRK-B,"128,565,474,754","99,162,474,754",,,,,,
06/30/2005,BRK-B,"128,560,941,591","99,157,941,591",17.625,,,1.715,1.46,
05/31/2005,BRK-B,"129,538,005,090","100,646,005,090",18.203,,,1.734,1.501,
04/30/2005,BRK-B,"129,756,318,574","100,864,318,574",18.126,,,1.727,1.495,
04/29/2005,BRK-B,"129,756,318,574","100,864,318,574",,,,,,
03/31/2005,BRK-B,"133,554,988,872","104,662,988,872",18.501,,,1.763,1.525,
02/28/2005,BRK-B,"138,907,675,830","110,090,675,830",19.03,,,1.871,1.621,
01/31/2005,BRK-B,"138,313,415,798","109,496,415,798",18.898,,,1.858,1.609,
12/31/2004,BRK-B,"135,305,203,500","106,488,203,500",18.531,,,1.822,1.578,
11/30/2004,BRK-B,"128,648,985,760","100,883,985,760",20.169,,,1.729,1.59,
10/31/2004,BRK-B,"129,540,393,338","101,775,393,338",20.343,,,1.743,1.604,
10/29/2004,BRK-B,"129,540,393,338","101,775,393,338",,,,,,
09/30/2004,BRK-B,"133,127,137,087","105,362,137,087",20.829,,,1.785,1.642,
08/31/2004,BRK-B,"133,748,780,450","115,066,780,450",18.989,,,1.822,1.66,
07/31/2004,BRK-B,"134,040,744,376","115,358,744,376",18.989,,,1.822,1.66,
07/30/2004,BRK-B,"134,040,744,376","115,358,744,376",,,,,,
06/30/2004,BRK-B,"136,688,694,645","118,006,694,645",19.39,,,1.861,1.695,
05/31/2004,BRK-B,"136,886,136,788","121,805,136,788",17.179,,,1.967,1.72,
04/30/2004,BRK-B,"143,641,334,241","128,560,334,241",18.029,,,2.065,1.805,
03/31/2004,BRK-B,"143,439,093,985","128,358,093,985",17.983,,,2.059,1.8,
02/29/2004,BRK-B,"145,082,213,719","126,175,213,719",17.704,,,2.262,1.861,
02/27/2004,BRK-B,"145,082,213,719","126,175,213,719",,,,,,
01/31/2004,BRK-B,"137,497,838,393","118,590,838,393",16.845,,,2.152,1.771,
01/30/2004,BRK-B,"137,497,838,393","118,590,838,393",,,,,,
12/31/2003,BRK-B,"129,511,844,295","110,604,844,295",15.907,,,2.032,1.672,
11/30/2003,BRK-B,"128,704,509,082","114,036,509,082",18.566,,,2.296,1.793,
11/28/2003,BRK-B,"128,704,509,082","114,036,509,082",,,,,,
10/31/2003,BRK-B,"119,502,805,525","104,834,805,525",17.184,,,2.125,1.66,
09/30/2003,BRK-B,"115,123,465,632","100,455,465,632",16.544,,,2.046,1.597,
08/31/2003,BRK-B,"116,372,484,010","104,370,484,010",18.539,,,2.398,1.651,
08/29/2003,BRK-B,"116,372,484,010","104,370,484,010",,,,,,
07/31/2003,BRK-B,"110,580,975,701","98,578,975,701",17.609,,,2.278,1.568,
06/30/2003,BRK-B,"111,382,903,230","99,380,903,230",17.807,,,2.304,1.585,
05/31/2003,BRK-B,"109,038,593,314","109,319,593,314",21.426,,,2.47,1.673,
05/30/2003,BRK-B,"109,038,593,314","109,319,593,314",,,,,,
04/30/2003,BRK-B,"107,202,177,337","107,483,177,337",21.047,,,2.426,1.643,
03/31/2003,BRK-B,"97,994,771,941","98,275,771,941",19.287,,,2.223,1.506,
02/28/2003,BRK-B,"94,744,177,805","105,073,177,805",22.165,,,2.245,1.485,
01/31/2003,BRK-B,"103,546,129,808","113,875,129,808",23.871,,,2.418,1.599,
12/31/2002,BRK-B,"111,632,856,991","121,961,856,991",26.007,,,2.634,1.742,
11/30/2002,BRK-B,"110,933,923,806","124,589,923,806",34.657,,,2.162,1.772,
11/29/2002,BRK-B,"110,933,923,806","124,589,923,806",,,,,,
10/31/2002,BRK-B,"113,740,973,100","127,396,973,100",35.362,,,2.206,1.808,
09/30/2002,BRK-B,"113,372,652,745","127,028,652,745",35.434,,,2.21,1.812,
08/31/2002,BRK-B,"112,024,563,120","108,855,563,120",81.514,,,2.425,1.8,
08/30/2002,BRK-B,"112,024,563,120","108,855,563,120",,,,,,
07/31/2002,BRK-B,"104,838,646,751","101,669,646,751",76.403,,,2.273,1.687,
06/30/2002,BRK-B,"102,486,964,012","121,922,964,012",92.825,,,2.654,1.699,
06/28/2002,BRK-B,"102,486,964,012","121,922,964,012",,,,,,
05/31/2002,BRK-B,"114,308,530,896","133,744,530,896",102.715,,,2.937,1.88,
04/30/2002,BRK-B,"112,540,719,894","131,976,719,894",101.094,,,2.891,1.85,
03/31/2002,BRK-B,"109,018,978,812","136,510,978,812",136.41,,,2.896,1.881,
03/29/2002,BRK-B,"109,018,978,812","136,510,978,812",,,,,,
02/28/2002,BRK-B,"111,508,668,350","139,000,668,350",139.635,,,2.965,1.919,
01/31/2002,BRK-B,"112,871,775,566","140,363,775,566",141.247,,,2.999,1.941,
12/31/2001,BRK-B,"115,563,956,550","143,055,956,550",145.393,,,3.087,1.998,
11/30/2001,BRK-B,"106,958,365,178","123,300,365,178",59.872,,,2.645,1.873,
10/31/2001,BRK-B,"108,629,462,564","124,971,462,564",60.411,,,2.669,1.889,
09/30/2001,BRK-B,"106,889,207,780","121,267,207,780",32.709,,,2.698,1.818,
09/28/2001,BRK-B,"106,889,207,780","121,267,207,780",,,,,,
08/31/2001,BRK-B,"105,984,407,192","120,362,407,192",32.457,,,2.677,1.804,
07/31/2001,BRK-B,"105,606,758,168","119,984,758,168",32.232,,,2.659,1.791,
06/30/2001,BRK-B,"105,897,355,900","120,973,355,900",33.642,,,2.968,1.804,
06/29/2001,BRK-B,"105,897,355,900","120,973,355,900",,,,,,
05/31/2001,BRK-B,"104,802,589,276","119,878,589,276",33.233,,,2.932,1.782,
04/30/2001,BRK-B,"103,860,770,825","118,936,770,825",33.276,,,2.936,1.784,
03/31/2001,BRK-B,"99,890,544,188","102,486,544,188",29.876,,,2.935,1.615,
03/30/2001,BRK-B,"99,890,544,188","102,486,544,188",,,,,,
02/28/2001,BRK-B,"107,270,280,654","109,866,280,654",32.114,,,3.155,1.735,
01/31/2001,BRK-B,"104,230,052,100","106,826,052,100",30.892,,,3.035,1.669,
12/31/2000,BRK-B,"108,257,053,890","113,911,053,890",47.396,,,3.924,1.815,
12/29/2000,BRK-B,"108,257,053,890","113,911,053,890",,,,,,
11/30/2000,BRK-B,"100,421,386,590","106,075,386,590",43.772,,,3.624,1.675,
10/31/2000,BRK-B,"97,038,808,544","102,692,808,544",42.342,,,3.506,1.62,
09/30/2000,BRK-B,"97,800,938,560","110,499,938,560",49.96,,,3.622,1.645,
09/29/2000,BRK-B,"97,800,938,560","110,499,938,560",,,,,,
08/31/2000,BRK-B,"87,942,411,424","100,641,411,424",46.171,,,3.347,1.52,
07/31/2000,BRK-B,"83,733,502,200","96,432,502,200",44.047,,,3.193,1.446,
06/30/2000,BRK-B,"81,639,548,520","94,338,548,520",42.478,,,3.08,1.394,
05/31/2000,BRK-B,"88,755,970,032","103,606,970,032",47.15,,,3.434,1.529,
04/30/2000,BRK-B,"89,853,567,034","104,704,567,034",47.903,,,3.489,1.553,
04/28/2000,BRK-B,"89,853,567,034","104,704,567,034",,,,,,
03/31/2000,BRK-B,"86,519,270,500","101,370,270,500",45.5,,,3.314,1.475,
02/29/2000,BRK-B,"66,761,587,200","76,985,587,200",42.146,,,2.732,1.137,
01/31/2000,BRK-B,"77,527,153,530","87,751,153,530",48.176,,,3.123,1.3,
12/31/1999,BRK-B,"85,088,821,950","95,312,821,950",53.561,,,3.472,1.445,
11/30/1999,BRK-B,"86,858,374,300","95,882,374,300",38.613,,,3.934,1.538,
10/31/1999,BRK-B,"96,917,291,500","105,941,291,500",43.271,,,4.408,1.723,
10/29/1999,BRK-B,"96,917,291,500","105,941,291,500",,,,,,
09/30/1999,BRK-B,"83,723,019,480","92,747,019,480",38.427,,,3.915,1.53,
08/31/1999,BRK-B,"96,843,301,149","105,394,301,149",40.989,,,5.225,1.573,
07/31/1999,BRK-B,"102,342,632,991","110,893,632,991",43.527,,,5.549,1.671,
07/30/1999,BRK-B,"102,342,632,991","110,893,632,991",,,,,,
06/30/1999,BRK-B,"104,413,840,920","112,964,840,920",45.839,,,5.843,1.76,
05/31/1999,BRK-B,"108,962,417,506","103,141,417,506",34.155,,,6.623,1.825,
04/30/1999,BRK-B,"115,676,026,090","109,855,026,090",36.395,,,7.057,1.945,
03/31/1999,BRK-B,"108,331,517,017","102,510,517,017",34.641,,,6.717,1.851,
02/28/1999,BRK-B,"92,348,153,361","85,910,153,361",31.552,,,6.457,1.55,
02/26/1999,BRK-B,"92,348,153,361","85,910,153,361",,,,,,
01/31/1999,BRK-B,"84,386,126,850","77,948,126,850",28.515,,,5.835,1.4,
01/29/1999,BRK-B,"84,386,126,850","77,948,126,850",,,,,,
12/31/1998,BRK-B,"90,931,663,650","84,493,663,650",31.167,,,6.378,1.531,
11/30/1998,BRK-B,"88,159,009,809","83,059,009,809",25.874,,,4.983,2.719,
10/31/1998,BRK-B,"83,759,807,232","78,659,807,232",24.69,,,4.755,2.594,
10/30/1998,BRK-B,"83,759,807,232","78,659,807,232",,,,,,
09/30/1998,BRK-B,"77,409,492,087","72,309,492,087",22.908,,,4.412,2.407,
08/31/1998,BRK-B,"75,079,205,472","70,455,205,472",23.036,,,4.885,2.025,
07/31/1998,BRK-B,"87,022,661,568","82,398,661,568",26.868,,,5.697,2.362,
06/30/1998,BRK-B,"97,196,868,657","92,572,868,657",29.977,,,6.357,2.636,
05/31/1998,BRK-B,"87,739,794,272","89,220,794,272",37.211,,,7.293,2.514,
05/29/1998,BRK-B,"87,739,794,272","89,220,794,272",,,,,,
04/30/1998,BRK-B,"85,156,514,780","86,637,514,780",36.371,,,7.129,2.457,
03/31/1998,BRK-B,"83,414,308,980","84,895,308,980",35.578,,,6.973,2.404,
02/28/1998,BRK-B,"68,864,260,560","70,397,960,560",36.187,,,6.413,2.189,
02/27/1998,BRK-B,"68,864,260,560","70,397,960,560",,,,,,
01/31/1998,BRK-B,"62,076,927,012","63,610,627,012",32.626,,,5.782,1.974,
01/30/1998,BRK-B,"62,076,927,012","63,610,627,012",,,,,,
12/31/1997,BRK-B,"56,775,981,084","58,309,681,084",29.942,,,5.307,1.811,
11/30/1997,BRK-B,"55,903,669,700","57,501,269,700",43.004,,,5.869,1.993,
11/28/1997,BRK-B,"55,903,669,700","57,501,269,700",,,,,,
10/31/1997,BRK-B,"53,944,246,350","55,541,846,350",41.892,,,5.717,1.942,
09/30/1997,BRK-B,"55,290,489,750","56,888,089,750",42.633,,,5.818,1.976,
08/31/1997,BRK-B,"51,146,821,176","52,280,321,176",43.096,,,5.62,1.837,
08/29/1997,BRK-B,"51,146,821,176","52,280,321,176",,,,,,
07/31/1997,BRK-B,"58,169,648,193","59,303,148,193",48.947,,,6.383,2.086,
06/30/1997,BRK-B,"58,168,662,940","59,302,162,940",48.916,,,6.379,2.085,
05/31/1997,BRK-B,"52,996,186,475","54,079,586,475",48.274,,,6.117,2.208,
05/30/1997,BRK-B,"52,996,186,475","54,079,586,475",,,,,,
04/30/1997,BRK-B,"46,828,898,505","47,912,298,505",42.461,,,5.381,1.942,
03/31/1997,BRK-B,"44,610,030,550","45,693,430,550",40.423,,,5.122,1.849,
02/28/1997,BRK-B,"43,748,360,940","44,723,760,940",17.259,,,4.067,1.875,
01/31/1997,BRK-B,"42,878,213,025","43,853,613,025",16.78,,,3.954,1.823,
12/31/1996,BRK-B,"42,000,227,560","42,975,627,560",16.155,,,3.807,1.755,
11/30/1996,BRK-B,"40,194,912,720","41,200,312,720",16.248,,,4.568,1.891,
11/29/1996,BRK-B,"40,194,912,720","41,200,312,720",,,,,,
10/31/1996,BRK-B,"39,228,038,160","40,233,438,160",15.894,,,4.468,1.85,
09/30/1996,BRK-B,"38,926,865,820","39,932,265,820",15.806,,,4.443,1.839,
08/31/1996,BRK-B,"37,812,078,667","38,930,678,667",15.872,,,4.823,1.89,
08/30/1996,BRK-B,"37,812,078,667","38,930,678,667",,,,,,
07/31/1996,BRK-B,"37,267,236,035","38,385,836,035",15.643,,,4.754,1.862,
06/30/1996,BRK-B,"37,521,495,930","38,056,595,930",15.766,,,5.405,2.071,
06/28/1996,BRK-B,"37,521,495,930","38,056,595,930",,,,,,
05/31/1996,BRK-B,"36,980,448,921","37,515,548,921",15.568,,,5.337,2.041,
